alpha,a_mean,a_lo,a_hi,v_mean,v_lo,v_hi
0.0,1.4374467089351293,1.3256785961792328,1.5423189704376747,0.06631758682504162,-0.07546787247245751,0.19948233313431857
1.0,1.5930237712547353,1.4643558557676366,1.7080357040661052,-0.2701732288116899,-0.39088647432605844,-0.13451858915981882
