alpha,a_mean,a_lo,a_hi,v_mean,v_lo,v_hi
0.0,1.7906935790755723,1.6158495666028754,2.00112258554037,0.22170875515917943,0.03151983752211353,0.4018378173027153
1.0,2.0614192045194475,1.8235272999541114,2.3167752460592257,-0.23841424657350938,-0.40710048371292634,-0.04928990097019189
