alpha,a_mean,a_lo,a_hi,v_mean,v_lo,v_hi
0.0,0.7381221872312065,0.6973894568716625,0.7804551491139939,-0.71647614053242,-0.8842193024623556,-0.5431574053634962
0.25,0.8444253558963122,0.8014861137611423,0.8846685650742228,-0.5916646781072579,-0.7366068065013915,-0.44489182675722544
0.5,0.8316567676975014,0.7878366035142335,0.872884589534303,-0.2923020734750523,-0.4374122481375694,-0.1479120209761742
0.678,0.8882468563348955,0.8418784621794433,0.9339362405697309,-0.20116541322582251,-0.3500365506092956,-0.05556731077042412
1.0,0.7630784882786511,0.7143369089714053,0.8085237903615088,0.21093071665211283,0.028998270188220276,0.39163619945684514
1.693,5.086646321786282,4.599825730412261,5.607357832771351,-2.5309902507397135,-2.7893233662706653,-2.2812983256040935
