,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
v_1|pid_mu,2.070000340603898,2.8541995056249365,-2.5827393911568435,6.608350384804853,4176.523763323143,1291.1235778204082,0.9999237488213396,0.04280643627912599,0.027587307283590788
v_1|pid_sigma,0.835467238505665,0.12269742887934872,0.6432123628175577,1.0368021901353508,490.2098846472146,753.5681970892325,1.0030755591241982,0.005534541953360636,0.003951321560706387
a_C(alpha)[0.0],0.580253793302935,0.0684777539747299,0.4725544786351476,0.6907573039015512,1323.147963009414,1279.9287718451287,1.0005679842964645,0.001902397984200771,0.0012537328455402938
a_C(alpha)[1.0],0.7205235152307737,0.07562335629702943,0.6064284656354282,0.8454263982851262,1092.3667098857375,1109.1521040084854,0.9998991508613848,0.0023140091625687156,0.0016894145265380078
z,0.5851368581033249,0.03073704921192787,0.5347583705259403,0.6342719776447244,1970.1807850164669,1203.0842202553913,1.001435522942623,0.000685966472583117,0.0004906718164271875
v_C(alpha)[0.0],0.22170875515917943,0.11635480596083352,0.03224828516425706,0.40519801810787703,988.0552375778874,1266.3433379766996,1.0016874433200205,0.003698274979308699,0.0024736037771659063
v_C(alpha)[1.0],-0.23841424657350938,0.1120729826519756,-0.42257032425090985,-0.058324452868073744,1167.6127289985154,1159.5552853267488,1.002563951084471,0.0032919420911344485,0.0021909439884210554
v_1|pid_offset[math-1002],-0.06454900997339118,0.8194645517771812,-1.409338343598685,1.2111467511385496,3180.7230832014698,954.0115592127006,1.0008223115489703,0.014421735868171656,0.010520345706331228
v_1|pid_offset[math-1010],0.9946161630893283,0.6318735481794182,-0.012206002147530448,2.000499207152483,2934.5933588277417,1079.8935488665675,1.001607027456481,0.01167871559545276,0.008682765189831689
v_1|pid_offset[math-1033],1.1260350041230658,0.5904849091307485,0.1687862092409369,2.0613090960343547,3477.4055091894347,1243.1847717109972,1.0013678873448917,0.010040934699731654,0.0068903853013221154
v_1|pid_offset[math-1040],0.7884198468496396,0.589757152260855,-0.17098250078769078,1.7217965410911245,2960.350430517254,1249.7480299488343,1.0026158117168464,0.010815404404972433,0.007995297704506455
v_1|pid_offset[math-1047],1.216629552612117,0.7004079182354297,0.09636403061338224,2.3619864277866185,3689.81969578051,994.6781608268889,1.0021027329749546,0.011527989283315295,0.008142242780842572
v_1|pid_offset[math-1067],-0.1528598085042193,0.5905421394871181,-1.062866179222579,0.766734334688777,2904.464041109385,1150.4569134679032,1.0010509774188652,0.011096853832949961,0.009413184386943961
v_1|pid_offset[math-1074],1.382543274158279,0.7368756861724995,0.22420679603164087,2.5384557938144976,3936.9289946709314,1116.7006849132322,1.0006128318684946,0.011765653766326186,0.008521964584378977
v_1|pid_offset[math-1090],0.8700038621542839,0.6021038284260587,-0.07232172457197561,1.8264224764081392,3306.8971727693524,1298.2030924635421,1.0011852092259461,0.010437954873743074,0.007744255136876633
v_1|pid_offset[math-1106],1.0054237475583483,0.6472151117466284,0.02810440321699479,2.035045194431385,3678.2666349840947,1137.2323313590718,1.001251283875353,0.010817779145177694,0.008431891566843146
v_1|pid_offset[math-1107],-0.109793392349858,0.5423652545048523,-0.9385915237161969,0.7590048794856304,3767.455778156141,1074.655092793238,1.0004437567065776,0.008874946711395796,0.007160690616522462
v_1|pid_offset[math-1112],-0.14532743187368008,0.518778094360322,-0.9528194029458734,0.6933673642118215,3332.923363637691,1319.4679008530547,1.0011483314330758,0.008978262214751464,0.006395225657499759
v_1|pid_offset[math-1120],0.7730550133965316,0.5577412526111035,-0.10771836789328655,1.6664571227272227,2950.034147897394,918.8920249297709,0.9993014171353455,0.010409199820892875,0.007618127362757019
v_1|pid_offset[math-1121],1.029496595605261,0.619720985761461,0.031118527913284844,2.043681040249693,3393.073732218486,1241.5849193588492,1.002077482121863,0.010628272477872914,0.007518050968391796
v_1|pid_offset[math-1123],-0.09984413218078553,0.5782943334097524,-1.0186104762008505,0.827578080622917,2997.5428460177523,1098.0842522444905,0.9994620690814551,0.010772332973959197,0.009321046045405902
v_1|pid_offset[math-1128],0.723463102197455,0.5243010955965478,-0.12058624702446893,1.5646458238550858,2972.2491037781942,1282.403871023011,1.0007379687991624,0.009583109295982635,0.007013408372942308
v_1|pid_offset[math-1131],-0.1317426436834447,0.5118673710449425,-0.9210059839366349,0.6943810961643089,3066.599499226647,1246.5582040269414,1.002144119201332,0.009341903560010491,0.0070158335712790735
v_1|pid_offset[math-1146],0.7246560495078023,0.5815052999218446,-0.2008006455586101,1.6507886312673508,3513.5915492802233,1311.7795808009555,1.000836711950733,0.009821251439340036,0.006965959375266085
v_1|pid_offset[math-1162],1.4817520334675862,0.7271575679007958,0.32075418960578433,2.6635571296613687,3181.2482933838232,1177.599717222204,0.9998501047206089,0.012871231616849863,0.009299993112859962
v_1|pid_offset[math-1178],-0.8810800138360303,0.4900444422413886,-1.6555624551183878,-0.099270938549736,3142.567529872303,1475.541646078619,0.9994540710698968,0.008729200522513605,0.006445297982159743
v_1|pid_offset[math-1194],-0.8366494454541658,0.5060678124114119,-1.648055959949694,-0.04109479560832387,2916.4592602053694,1372.8337714791805,1.0007198090607765,0.009347083848751445,0.0066289029753485015
v_1|pid_offset[math-1203],0.6213742025135279,0.5257171999904143,-0.20252969293235198,1.4303700883141797,2193.9822875221957,1062.658377855427,1.0012937708514122,0.011372453362436669,0.008644172820423903
v_1|pid_offset[math-1221],-1.0197967509315229,0.5362033702236298,-1.8596109539661976,-0.14967351724966943,3016.3455213698567,1060.1678493097663,1.0014528336267456,0.009735544206215868,0.007013531501647076
v_1|pid_offset[math-1232],-0.15060754379659236,0.5514666032519766,-0.9963618737576869,0.7228396887524668,4382.121383855114,1360.437451525369,0.9996149357825147,0.008321625459488129,0.006210750273240689
v_1|pid_offset[math-1235],-0.7873811869151918,0.4867871660473687,-1.5817373500016527,-0.008412059169656094,3571.923616562846,1143.8294930503218,1.0013060610824667,0.008123689260007297,0.005918373516675101
v_1|pid_offset[math-1251],-0.9297675240594403,0.5169373357810151,-1.7589588991454412,-0.1305348186330551,2482.4627695643876,1077.028263798171,1.000160610575143,0.010364160056015245,0.008529317462016635
v_1|pid_offset[math-1253],-0.9357378354092286,0.5041508638772086,-1.7182611920558584,-0.14256481504814514,2408.2308096559773,1258.287916404529,0.9999889525962914,0.010194136688792974,0.00848365393011528
v_1|pid_offset[math-1254],-1.051040856762306,0.5685621240012129,-1.976537218161783,-0.11393226742211117,2625.4598429662337,929.7259239186174,1.0068621344375115,0.011049041420730354,0.007152413464913971
v_1|pid_offset[math-1266],-0.9234828414851662,0.5295006694365945,-1.7762920695521265,-0.06507298802531074,2563.984725038835,1136.6165324734143,1.0001165760019246,0.010494395048713915,0.007377020140084964
v_1|pid_offset[math-127],-0.8304451824517406,0.5388281076307387,-1.672349486535968,0.027418353936617623,3360.9113647570257,1059.404758178137,1.002988693582322,0.009224135958512503,0.006673105237014569
v_1|pid_offset[math-128],-0.19676994624122734,0.5504631747124106,-1.0619691183677673,0.6540576672409557,3533.9052293708933,1128.7316342484314,1.0006782322276908,0.009266368773228641,0.006899137275494317
v_1|pid_offset[math-1280],0.9464739098112287,0.6174044836901051,-0.07700942365441377,1.9087941982908723,3053.3277410480096,1229.183795073858,1.0019703679412981,0.011238593858187276,0.008581500304215178
v_1|pid_offset[math-1311],-0.9505384287396568,0.563255361201855,-1.8679020649166822,-0.03852697790997573,2982.403801025228,1007.0764421171713,0.9995130557708329,0.010351533125942062,0.007272651846247762
v_1|pid_offset[math-141],1.1724540203069014,0.6993458673250438,0.07956498156750469,2.3022686551271594,3654.1610062175196,1081.1004930349295,1.0055026062553385,0.011552971828814157,0.007986884920119827
v_1|pid_offset[math-151],0.9253030490549589,0.60797934507947,-0.04755302535354723,1.8898055679949286,3881.4939057695265,1273.9376791927145,1.0005719097676429,0.009767236866774562,0.006969843268321698
v_1|pid_offset[math-164],0.7767156285683455,0.5476239567467245,-0.11724464835520762,1.6611488792959974,2415.7529053474896,1116.017464461962,1.0021557113148012,0.011149359203740859,0.00786061350199508
v_1|pid_offset[math-183],-0.7645441652333251,0.4728689673573621,-1.5309359230604662,-0.004996475569211642,2515.953207503619,1072.3921126105247,1.0001313099575972,0.00947598296107173,0.006966622247660043
v_1|pid_offset[math-186],1.3258762506179942,0.707063931494286,0.18376402965483637,2.457634389042081,3147.358564153885,1195.8893412037717,1.0077943030910232,0.012449995240072854,0.008844126671531737
v_1|pid_offset[math-187],0.7953730521815888,0.5890714131536223,-0.11709926774624636,1.7470024284120367,2411.948696912545,923.6871010681589,1.0029705934319788,0.012110458846697557,0.00975689572207685
v_1|pid_offset[math-191],1.0632769396681312,0.6331592448905852,0.05869330632451521,2.039898328661766,3503.4181377497866,1174.1757549122487,1.0036913269575638,0.010741296830358796,0.008487262649048342
