alpha,a_mean,a_lo,a_hi,v_mean,v_lo,v_hi
0.0,0.8281637430773935,0.7895606105162051,0.8657451097704117,-0.7463610264895033,-0.8918943162483387,-0.6104057068791465
0.25,0.9586600478099456,0.9181854808131399,0.9984173469944402,-0.6355867674446376,-0.7568153625165506,-0.5177983800994718
0.5,1.0107454250940562,0.9717959868999249,1.0520398907466202,-0.4229789328569545,-0.535828885726412,-0.314047703403613
0.678,1.1384808739552017,1.0907764735197607,1.1867817708092467,-0.41119983843649127,-0.5023193365996039,-0.31046570553797437
1.0,1.1506232758214232,1.1038218185094357,1.193963818163898,-0.3114048986203923,-0.4102299797226416,-0.22165779540291075
1.693,5.2594872341129575,4.79956157468712,5.737062886673862,-2.662359126340401,-2.895213718799496,-2.4126074199541123
