alpha,a_mean,a_lo,a_hi,v_mean,v_lo,v_hi
0.0,1.4175505710708372,1.3060724727942985,1.5123488988673015,0.12014934484635953,-0.0026705328402096135,0.2517258160223598
1.0,1.4519386826334106,1.3457911001678209,1.553016580280135,0.0229344977351039,-0.11312075206048586,0.14927194747332606
